film_tt0025452	tt0025452
film_tt0027657	tt0027657
run_267	267
film_tt0365200	tt0365200
film_tt0840787	tt0840787
film_tt0159847	tt0159847
film_tt0459242	tt0459242
film_tt0340137	tt0340137
film_tt0121314	tt0121314
film_tt0107061	tt0107061
film_tt0078576	tt0078576
film_tt0252028	tt0252028
run_73	73
film_tt0130229	tt0130229
film_tt0310313	tt0310313
film_tt0156849	tt0156849
film_tt0099204	tt0099204
film_tt0068981	tt0068981
film_tt0366555	tt0366555
film_tt0114129	tt0114129
film_tt0391229	tt0391229
film_tt0340665	tt0340665
genre_Crime	Crime
film_tt0192766	tt0192766
run_75	75
film_tt0088960	tt0088960
film_tt0075220	tt0075220
film_tt0070158	tt0070158
film_tt0158940	tt0158940
film_tt0063775	tt0063775
film_tt0030470	tt0030470
film_tt0044462	tt0044462
film_tt0325129	tt0325129
film_tt0092843	tt0092843
film_tt0193537	tt0193537
film_tt0478724	tt0478724
film_tt0110613	tt0110613
film_tt0064688	tt0064688
start_1957	1957
film_tt0402906	tt0402906
film_tt0433386	tt0433386
film_tt0098374	tt0098374
film_tt0050432	tt0050432
film_tt0346504	tt0346504
film_tt0073697	tt0073697
film_tt0072705	tt0072705
film_tt0094576	tt0094576
film_tt0088678	tt0088678
film_tt0115834	tt0115834
film_tt0075783	tt0075783
film_tt0078966	tt0078966
film_tt0256007	tt0256007
film_tt0092211	tt0092211
film_tt0063680	tt0063680
film_tt0486615	tt0486615
film_tt0071571	tt0071571
film_tt0874917	tt0874917
start_2005	2005
film_tt0319147	tt0319147
film_tt0125546	tt0125546
film_tt0063374	tt0063374
film_tt0286069	tt0286069
film_tt0246989	tt0246989
film_tt0330513	tt0330513
film_tt0045849	tt0045849
film_tt0077538	tt0077538
film_tt0433985	tt0433985
film_tt0038908	tt0038908
film_tt0407936	tt0407936
film_tt0310149	tt0310149
film_tt0106112	tt0106112
film_tt0087160	tt0087160
film_tt0166896	tt0166896
film_tt0302882	tt0302882
film_tt0340928	tt0340928
film_tt0358590	tt0358590
end_2019	2019
film_tt0048261	tt0048261
film_tt0408253	tt0408253
film_tt0033932	tt0033932
film_tt0078832	tt0078832
film_tt0170989	tt0170989
film_tt0086525	tt0086525
run_68	68
film_tt0141842	tt0141842
film_tt0042042	tt0042042
film_tt0121766	tt0121766
film_tt0120370	tt0120370
film_tt0047200	tt0047200
genre_Music	Music
film_tt0306273	tt0306273
film_tt0089763	tt0089763
film_tt0300523	tt0300523
film_tt0092615	tt0092615
film_tt0069607	tt0069607
film_tt0019379	tt0019379
film_tt0163806	tt0163806
film_tt0430001	tt0430001
film_tt0120430	tt0120430
film_tt0156524	tt0156524
film_tt0068398	tt0068398
film_tt0067176	tt0067176
film_tt0388434	tt0388434
film_tt0077890	tt0077890
film_tt0087452	tt0087452
film_tt0048730	tt0048730
film_tt0189972	tt0189972
film_tt0064247	tt0064247
film_tt0166811	tt0166811
film_tt0099656	tt0099656
film_tt0110977	tt0110977
film_tt0045891	tt0045891
film_tt0068509	tt0068509
start_1939	1939
film_tt0080808	tt0080808
film_tt0073682	tt0073682
film_tt0032474	tt0032474
film_tt0286404	tt0286404
film_tt0104040	tt0104040
film_tt0087414	tt0087414
film_tt0456144	tt0456144
film_tt0424024	tt0424024
film_tt0052504	tt0052504
film_tt0197903	tt0197903
film_tt0211219	tt0211219
film_tt0436301	tt0436301
film_tt0274518	tt0274518
film_tt0300470	tt0300470
film_tt0790559	tt0790559
run_120	120
film_tt0425483	tt0425483
film_tt0433309	tt0433309
run_138	138
film_tt0071224	tt0071224
run_126	126
film_tt0182766	tt0182766
film_tt0000399	tt0000399
film_tt0089413	tt0089413
film_tt0078740	tt0078740
film_tt0275527	tt0275527
film_tt0405632	tt0405632
film_tt0116126	tt0116126
film_tt0347751	tt0347751
film_tt0355160	tt0355160
film_tt0101764	tt0101764
start_1971	1971
film_tt0076208	tt0076208
film_tt0258960	tt0258960
film_tt0425661	tt0425661
genre_Biography	Biography
film_tt0165603	tt0165603
film_tt0182295	tt0182295
film_tt0320689	tt0320689
film_tt0285148	tt0285148
film_tt0398408	tt0398408
film_tt0112175	tt0112175
film_tt0149601	tt0149601
film_tt0029850	tt0029850
film_tt0411024	tt0411024
film_tt0080391	tt0080391
film_tt0052698	tt0052698
film_tt0014538	tt0014538
genre_Talk-Show	Talk-Show
film_tt0756648	tt0756648
film_tt0224692	tt0224692
end_1969	1969
film_tt0369702	tt0369702
film_tt0847182	tt0847182
film_tt0420215	tt0420215
film_tt0250223	tt0250223
film_tt0398378	tt0398378
film_tt0154300	tt0154300
run_111	111
film_tt0089271	tt0089271
film_tt0077696	tt0077696
film_tt0083789	tt0083789
film_tt0084296	tt0084296
film_tt0066064	tt0066064
film_tt0093489	tt0093489
film_tt0072235	tt0072235
film_tt0834001	tt0834001
film_tt0077651	tt0077651
film_tt0250310	tt0250310
film_tt0250491	tt0250491
film_tt0040862	tt0040862
film_tt0499603	tt0499603
film_tt0768334	tt0768334
film_tt0016028	tt0016028
film_tt0175877	tt0175877
film_tt0457342	tt0457342
film_tt0099512	tt0099512
film_tt0090585	tt0090585
film_tt0212985	tt0212985
film_tt0115783	tt0115783
film_tt0458525	tt0458525
film_tt0085426	tt0085426
film_tt0482021	tt0482021
film_tt0180274	tt0180274
film_tt0120731	tt0120731
film_tt0068416	tt0068416
film_tt0113475	tt0113475
film_tt0113957	tt0113957
film_tt0034236	tt0034236
film_tt0275410	tt0275410
film_tt0267817	tt0267817
film_tt0030007	tt0030007
film_tt0109127	tt0109127
film_tt0145681	tt0145681
film_tt0070915	tt0070915
film_tt0051876	tt0051876
film_tt0116528	tt0116528
film_tt0111403	tt0111403
film_tt0164275	tt0164275
film_tt0097392	tt0097392
film_tt0068611	tt0068611
film_tt0048131	tt0048131
film_tt0117762	tt0117762
film_tt0827713	tt0827713
film_tt0067780	tt0067780
film_tt0235252	tt0235252
film_tt0086379	tt0086379
film_tt0809620	tt0809620
film_tt0101524	tt0101524
start_1995	1995
start_1986	1986
film_tt0378879	tt0378879
film_tt0113270	tt0113270
film_tt0082968	tt0082968
film_tt0337943	tt0337943
run_80	80
film_tt0106041	tt0106041
film_tt0104389	tt0104389
run_561	561
film_tt0024314	tt0024314
film_tt0109266	tt0109266
film_tt0390336	tt0390336
film_tt0112818	tt0112818
film_tt0131510	tt0131510
film_tt0044333	tt0044333
film_tt0078638	tt0078638
film_tt0076313	tt0076313
film_tt0063665	tt0063665
film_tt0105986	tt0105986
run_173	173
film_tt0086310	tt0086310
film_tt0348949	tt0348949
film_tt0246645	tt0246645
film_tt0260054	tt0260054
end_1955	1955
film_tt0023652	tt0023652
film_tt0479519	tt0479519
film_tt0403237	tt0403237
film_tt0076342	tt0076342
film_tt0308281	tt0308281
film_tt0102125	tt0102125
film_tt0070593	tt0070593
film_tt0098155	tt0098155
run_194	194
film_tt0118673	tt0118673
film_tt0103783	tt0103783
film_tt0434541	tt0434541
film_tt0062639	tt0062639
film_tt0033159	tt0033159
film_tt0785004	tt0785004
film_tt0092752	tt0092752
film_tt0365653	tt0365653
film_tt0403118	tt0403118
run_24	24
film_tt0023490	tt0023490
film_tt0481390	tt0481390
film_tt0051214	tt0051214
film_tt0821375	tt0821375
film_tt0086619	tt0086619
film_tt0139465	tt0139465
film_tt0109514	tt0109514
film_tt0024945	tt0024945
film_tt0751144	tt0751144
film_tt0439056	tt0439056
film_tt0024554	tt0024554
film_tt0082449	tt0082449
run_36	36
film_tt0708433	tt0708433
film_tt0870195	tt0870195
film_tt0080536	tt0080536
film_tt0083641	tt0083641
film_tt0261249	tt0261249
film_tt0138458	tt0138458
film_tt0188045	tt0188045
film_tt0306761	tt0306761
film_tt0436774	tt0436774
film_tt0194342	tt0194342
film_tt0076770	tt0076770
film_tt0708447	tt0708447
end_2005	2005
film_tt0103825	tt0103825
film_tt0782042	tt0782042
film_tt0134017	tt0134017
film_tt0025488	tt0025488
run_232	232
end_2000	2000
film_tt0111285	tt0111285
film_tt0154129	tt0154129
film_tt0253016	tt0253016
film_tt0061858	tt0061858
film_tt0233691	tt0233691
film_tt0112882	tt0112882
film_tt0112894	tt0112894
film_tt0037120	tt0037120
film_tt0074873	tt0074873
film_tt0078062	tt0078062
film_tt0068966	tt0068966
film_tt0870910	tt0870910
film_tt0159569	tt0159569
film_tt0061809	tt0061809
film_tt0064597	tt0064597
film_tt0314930	tt0314930
film_tt0031880	tt0031880
film_tt0852940	tt0852940
film_tt0708816	tt0708816
film_tt0116127	tt0116127
film_tt0437856	tt0437856
film_tt0041842	tt0041842
film_tt0112740	tt0112740
film_tt0993789	tt0993789
run_162	162
film_tt0273808	tt0273808
film_tt0292634	tt0292634
film_tt0087100	tt0087100
film_tt0066189	tt0066189
film_tt0043660	tt0043660
film_tt0044154	tt0044154
film_tt0363931	tt0363931
film_tt0183992	tt0183992
film_tt0377309	tt0377309
film_tt0454955	tt0454955
film_tt0455638	tt0455638
film_tt0435665	tt0435665
film_tt0850284	tt0850284
film_tt0083728	tt0083728
film_tt0078341	tt0078341
film_tt0101563	tt0101563
film_tt0148332	tt0148332
film_tt0034973	tt0034973
film_tt0455957	tt0455957
film_tt0125980	tt0125980
film_tt0069248	tt0069248
film_tt0161032	tt0161032
film_tt0486020	tt0486020
film_tt0082031	tt0082031
film_tt0052289	tt0052289
film_tt0340057	tt0340057
film_tt0045062	tt0045062
run_99	99
film_tt0146369	tt0146369
film_tt0235918	tt0235918
film_tt0045064	tt0045064
film_tt0126839	tt0126839
film_tt0375878	tt0375878
film_tt0082233	tt0082233
film_tt0046980	tt0046980
end_2007	2007
film_tt0040367	tt0040367
film_tt0037595	tt0037595
start_1917	1917
film_tt0050599	tt0050599
film_tt0091129	tt0091129
film_tt0046750	tt0046750
film_tt0346800	tt0346800
film_tt0448172	tt0448172
film_tt0138874	tt0138874
film_tt0475101	tt0475101
film_tt0079939	tt0079939
film_tt0101413	tt0101413
run_55	55
film_tt0050634	tt0050634
film_tt0215002	tt0215002
film_tt0052992	tt0052992
run_171	171
run_510	510
film_tt0950740	tt0950740
film_tt0398842	tt0398842
film_tt0080962	tt0080962
film_tt0363565	tt0363565
film_tt0113264	tt0113264
film_tt0457513	tt0457513
film_tt0209489	tt0209489
film_tt0064888	tt0064888
film_tt0062117	tt0062117
film_tt0117794	tt0117794
film_tt0063801	tt0063801
film_tt0795473	tt0795473
film_tt0417532	tt0417532
film_tt0072399	tt0072399
film_tt0871197	tt0871197
run_4	4
film_tt0162211	tt0162211
film_tt0455612	tt0455612
run_69	69
film_tt0048339	tt0048339
film_tt0086972	tt0086972
film_tt0107653	tt0107653
film_tt0155732	tt0155732
film_tt0487108	tt0487108
run_5	5
film_tt0023669	tt0023669
film_tt0112471	tt0112471
film_tt0120765	tt0120765
film_tt0033851	tt0033851
film_tt0479651	tt0479651
film_tt0142804	tt0142804
film_tt0151738	tt0151738
film_tt0041391	tt0041391
film_tt0050283	tt0050283
film_tt0098692	tt0098692
film_tt0660826	tt0660826
film_tt0133356	tt0133356
film_tt0786169	tt0786169
film_tt0396880	tt0396880
film_tt0257497	tt0257497
film_tt0309897	tt0309897
film_tt0245407	tt0245407
film_tt0445161	tt0445161
film_tt0379577	tt0379577
film_tt0765469	tt0765469
film_tt0462346	tt0462346
film_tt0120042	tt0120042
film_tt0046183	tt0046183
film_tt0106753	tt0106753
film_tt0113253	tt0113253
film_tt0074475	tt0074475
film_tt0240894	tt0240894
film_tt0043013	tt0043013
film_tt0203755	tt0203755
film_tt0758764	tt0758764
film_tt0043461	tt0043461
film_tt0298238	tt0298238
film_tt0439798	tt0439798
start_1916	1916
film_tt0141459	tt0141459
film_tt0023358	tt0023358
film_tt0816657	tt0816657
film_tt0351780	tt0351780
film_tt0017534	tt0017534
film_tt0995846	tt0995846
film_tt0065531	tt0065531
film_tt0075627	tt0075627
film_tt0114872	tt0114872
film_tt0303661	tt0303661
film_tt0312412	tt0312412
film_tt0184252	tt0184252
film_tt0167157	tt0167157
film_tt0111490	tt0111490
film_tt0244504	tt0244504
film_tt0134119	tt0134119
film_tt0108473	tt0108473
film_tt0255319	tt0255319
film_tt0440089	tt0440089
film_tt0064354	tt0064354
film_tt0100563	tt0100563
end_1960	1960
film_tt0071278	tt0071278
film_tt0086489	tt0086489
film_tt0025628	tt0025628
run_112	112
film_tt0087843	tt0087843
film_tt0094668	tt0094668
film_tt0578119	tt0578119
film_tt0116024	tt0116024
film_tt0085318	tt0085318
film_tt0239102	tt0239102
film_tt0028665	tt0028665
film_tt0141831	tt0141831
film_tt0094919	tt0094919
film_tt0364517	tt0364517
film_tt0120505	tt0120505
film_tt0099991	tt0099991
film_tt0120709	tt0120709
film_tt0065738	tt0065738
film_tt0144701	tt0144701
film_tt0421306	tt0421306
film_tt0099005	tt0099005
film_tt0069969	tt0069969
film_tt0091635	tt0091635
film_tt0107208	tt0107208
film_tt0099300	tt0099300
film_tt0096321	tt0096321
film_tt0925653	tt0925653
film_tt0068837	tt0068837
film_tt0098158	tt0098158
film_tt0152015	tt0152015
film_tt0493402	tt0493402
film_tt0102820	tt0102820
film_tt0417658	tt0417658
film_tt0038514	tt0038514
film_tt0204292	tt0204292
film_tt0080499	tt0080499
film_tt0176370	tt0176370
film_tt0366416	tt0366416
film_tt0110823	tt0110823
run_64	64
film_tt0945405	tt0945405
film_tt0014179	tt0014179
film_tt0072228	tt0072228
film_tt0078856	tt0078856
film_tt0758781	tt0758781
film_tt0036706	tt0036706
film_tt0069850	tt0069850
film_tt0103112	tt0103112
film_tt0217019	tt0217019
film_tt0232908	tt0232908
film_tt0846119	tt0846119
film_tt0117603	tt0117603
film_tt0411272	tt0411272
film_tt0203185	tt0203185
film_tt0103407	tt0103407
end_1983	1983
film_tt0098480	tt0098480
film_tt0716925	tt0716925
run_102	102
film_tt0094036	tt0094036
film_tt0110443	tt0110443
film_tt0318763	tt0318763
start_1940	1940
film_tt0094824	tt0094824
film_tt0479008	tt0479008
film_tt0795421	tt0795421
film_tt0050717	tt0050717
film_tt0016392	tt0016392
film_tt0137100	tt0137100
film_tt0067162	tt0067162
film_tt0086154	tt0086154
film_tt0409673	tt0409673
film_tt0024782	tt0024782
film_tt0783608	tt0783608
film_tt0025420	tt0025420
film_tt0070784	tt0070784
film_tt0429305	tt0429305
film_tt0029608	tt0029608
film_tt0275236	tt0275236
film_tt0445865	tt0445865
film_tt0298131	tt0298131
film_tt0182408	tt0182408
film_tt0035979	tt0035979
film_tt0083690	tt0083690
film_tt0233615	tt0233615
film_tt0104997	tt0104997
film_tt0073970	tt0073970
film_tt0307919	tt0307919
film_tt0234038	tt0234038
film_tt0839995	tt0839995
film_tt0303847	tt0303847
film_tt0989757	tt0989757
film_tt0189916	tt0189916
film_tt0097937	tt0097937
film_tt0795284	tt0795284
film_tt0116791	tt0116791
film_tt0469913	tt0469913
film_tt0099329	tt0099329
film_tt0052934	tt0052934
film_tt0106833	tt0106833
film_tt0076504	tt0076504
film_tt0114095	tt0114095
film_tt0225899	tt0225899
film_tt0370433	tt0370433
film_tt0068588	tt0068588
film_tt0354077	tt0354077
film_tt0144084	tt0144084
film_tt0897387	tt0897387
film_tt0063260	tt0063260
film_tt0120199	tt0120199
film_tt0347755	tt0347755
film_tt0156401	tt0156401
film_tt0033226	tt0033226
film_tt0041931	tt0041931
film_tt0216930	tt0216930
film_tt0037382	tt0037382
film_tt0844001	tt0844001
film_tt0152588	tt0152588
film_tt0791304	tt0791304
film_tt0922547	tt0922547
film_tt0031082	tt0031082
film_tt0374071	tt0374071
film_tt0022150	tt0022150
film_tt0253335	tt0253335
film_tt0708743	tt0708743
film_tt0020492	tt0020492
start_1998	1998
film_tt0246231	tt0246231
film_tt0114086	tt0114086
film_tt0113069	tt0113069
film_tt0184027	tt0184027
film_tt0993922	tt0993922
film_tt0091738	tt0091738
film_tt0064990	tt0064990
film_tt0848538	tt0848538
film_tt0218625	tt0218625
film_tt0041190	tt0041190
film_tt0116514	tt0116514
film_tt0377171	tt0377171
run_217	217
film_tt0082648	tt0082648
film_tt0090799	tt0090799
film_tt0079988	tt0079988
film_tt0454746	tt0454746
film_tt0032676	tt0032676
film_tt0366292	tt0366292
film_tt0816539	tt0816539
film_tt0110490	tt0110490
run_320	320
film_tt0172794	tt0172794
film_tt0061842	tt0061842
film_tt0079257	tt0079257
film_tt0139362	tt0139362
film_tt0064333	tt0064333
film_tt0167285	tt0167285
film_tt0292242	tt0292242
film_tt0342275	tt0342275
film_tt0077966	tt0077966
film_tt0403990	tt0403990
film_tt0366177	tt0366177
film_tt0094910	tt0094910
film_tt0391198	tt0391198
film_tt0107333	tt0107333
film_tt0297512	tt0297512
film_tt0164110	tt0164110
film_tt0321505	tt0321505
film_tt0106262	tt0106262
film_tt0038378	tt0038378
film_tt0129695	tt0129695
film_tt0118966	tt0118966
film_tt0473753	tt0473753
film_tt0246828	tt0246828
film_tt0075766	tt0075766
film_tt0071950	tt0071950
run_53	53
film_tt0131484	tt0131484
film_tt0636268	tt0636268
run_88	88
film_tt0266205	tt0266205
film_tt0708772	tt0708772
film_tt0100691	tt0100691
film_tt0106582	tt0106582
film_tt0078480	tt0078480
film_tt0120125	tt0120125
film_tt0494230	tt0494230
film_tt0221563	tt0221563
film_tt0109812	tt0109812
film_tt0165348	tt0165348
run_95	95
end_1974	1974
film_tt0052564	tt0052564
run_124	124
film_tt0034407	tt0034407
film_tt0345551	tt0345551
film_tt0080140	tt0080140
film_tt0024210	tt0024210
film_tt0409594	tt0409594
film_tt0036337	tt0036337
film_tt0819714	tt0819714
film_tt0309176	tt0309176
film_tt0116823	tt0116823
film_tt0084698	tt0084698
film_tt0024302	tt0024302
film_tt0430748	tt0430748
film_tt0234889	tt0234889
film_tt0424863	tt0424863
film_tt0318974	tt0318974
film_tt0012224	tt0012224
film_tt0037985	tt0037985
film_tt0099446	tt0099446
film_tt0074657	tt0074657
film_tt0042210	tt0042210
film_tt0211426	tt0211426
film_tt0443412	tt0443412
film_tt0024078	tt0024078
film_tt0961206	tt0961206
film_tt0123241	tt0123241
run_43	43
film_tt0090944	tt0090944
film_tt0127901	tt0127901
film_tt0770810	tt0770810
film_tt0034384	tt0034384
film_tt0264581	tt0264581
film_tt0466816	tt0466816
film_tt0042423	tt0042423
film_tt0089913	tt0089913
start_2006	2006
film_tt0183916	tt0183916
film_tt0140788	tt0140788
film_tt0069050	tt0069050
start_1997	1997
film_tt0233422	tt0233422
film_tt0161634	tt0161634
film_tt0963207	tt0963207
film_tt0327409	tt0327409
film_tt0044079	tt0044079
run_15	15
film_tt0872204	tt0872204
film_tt0100079	tt0100079
film_tt0029912	tt0029912
film_tt0070723	tt0070723
film_tt0040733	tt0040733
film_tt0450345	tt0450345
film_tt0107413	tt0107413
film_tt0218847	tt0218847
film_tt0223503	tt0223503
film_tt0076698	tt0076698
film_tt0156502	tt0156502
film_tt0077280	tt0077280
film_tt0103535	tt0103535
film_tt0469050	tt0469050
film_tt0113195	tt0113195
film_tt0708446	tt0708446
film_tt0660832	tt0660832
film_tt0118032	tt0118032
film_tt0092172	tt0092172
film_tt0104154	tt0104154
film_tt0116136	tt0116136
film_tt0031350	tt0031350
film_tt0116771	tt0116771
film_tt0116247	tt0116247
film_tt0112762	tt0112762
film_tt0446621	tt0446621
film_tt0462499	tt0462499
film_tt0037099	tt0037099
start_1897	1897
film_tt0453671	tt0453671
film_tt0426573	tt0426573
film_tt0358706	tt0358706
film_tt0323807	tt0323807
film_tt0144555	tt0144555
film_tt0415322	tt0415322
film_tt0085297	tt0085297
film_tt0434345	tt0434345
film_tt0036307	tt0036307
film_tt0073071	tt0073071
film_tt0421603	tt0421603
film_tt0483779	tt0483779
film_tt0346802	tt0346802
film_tt0053231	tt0053231
film_tt0027969	tt0027969
film_tt0101493	tt0101493
film_tt0183423	tt0183423
film_tt0115820	tt0115820
film_tt0386741	tt0386741
film_tt0095088	tt0095088
film_tt0287140	tt0287140
film_tt0063552	tt0063552
film_tt0120616	tt0120616
film_tt0377057	tt0377057
film_tt0384402	tt0384402
film_tt0223067	tt0223067
film_tt0092804	tt0092804
film_tt0363243	tt0363243
film_tt0384793	tt0384793
film_tt0066963	tt0066963
film_tt0449303	tt0449303
film_tt0309326	tt0309326
run_85	85
film_tt0346039	tt0346039
film_tt0411377	tt0411377
film_tt0089841	tt0089841
film_tt0093176	tt0093176
film_tt0102048	tt0102048
film_tt0318850	tt0318850
film_tt0116209	tt0116209
film_tt0312081	tt0312081
film_tt0069976	tt0069976
film_tt0126861	tt0126861
film_tt0080595	tt0080595
film_tt0063184	tt0063184
film_tt0333766	tt0333766
film_tt0233651	tt0233651
film_tt0077729	tt0077729
film_tt0401420	tt0401420
film_tt0028944	tt0028944
film_tt0262002	tt0262002
film_tt0790772	tt0790772
film_tt0327940	tt0327940
film_tt0486628	tt0486628
start_1952	1952
run_41	41
film_tt0199907	tt0199907
film_tt0070125	tt0070125
film_tt0078203	tt0078203
film_tt0101538	tt0101538
film_tt0105211	tt0105211
film_tt0093565	tt0093565
film_tt0119009	tt0119009
film_tt0419773	tt0419773
film_tt0183808	tt0183808
film_tt0043360	tt0043360
film_tt0000208	tt0000208
film_tt0268380	tt0268380
run_19	19
start_2010	2010
film_tt0042897	tt0042897
film_tt0404802	tt0404802
film_tt0734607	tt0734607
film_tt0326746	tt0326746
film_tt0373484	tt0373484
film_tt0583459	tt0583459
film_tt0103976	tt0103976
film_tt0388779	tt0388779
run_60	60
genre_War	War
film_tt0027630	tt0027630
film_tt0094361	tt0094361
film_tt0102888	tt0102888
film_tt0000030	tt0000030
film_tt0011779	tt0011779
run_132	132
film_tt0086890	tt0086890
film_tt0893509	tt0893509
film_tt0097390	tt0097390
film_tt0324532	tt0324532
film_tt0085603	tt0085603
film_tt0114007	tt0114007
film_tt0312528	tt0312528
film_tt0476964	tt0476964
film_tt0090054	tt0090054
film_tt0108072	tt0108072
film_tt0141825	tt0141825
film_tt0051267	tt0051267
film_tt0367122	tt0367122
film_tt0329224	tt0329224
film_tt0244528	tt0244528
film_tt0138464	tt0138464
film_tt0105963	tt0105963
film_tt0078345	tt0078345
film_tt0485922	tt0485922
film_tt0805526	tt0805526
film_tt0409999	tt0409999
